Case Number,Type,Status,Project Name,Issued Date,Applied Date,Expiration Date,Finalized Date,Module Name,Address,Main Parcel,Description
"BLDC-2024-004679","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","04/02/2024","01/31/2024","04/27/2026","10/28/2025","Permit","44621  WAXPOOL RD  ASHBURN VA 20147","061275931000","Tenant Improvement - Phase 9"
"BLDC-2024-004682","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","04/02/2024","01/31/2024","05/13/2026","11/17/2025","Permit","44621  WAXPOOL RD  ASHBURN VA 20147","061275931000","Tenant Improvement - Phase 10"
"BLDC-2024-004692","Building Commercial - Alteration","Issued Certificate of Occupancy","","04/02/2024","01/31/2024","06/17/2026","12/18/2025","Permit","44621  WAXPOOL RD  ASHBURN VA 20147","061275931000","Tenant Improvement - Phase 11"
"BLDC-2024-004695","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","04/02/2024","01/31/2024","07/27/2026","01/28/2026","Permit","44621  WAXPOOL RD  ASHBURN VA 20147","061275931000","Tenant Improvement - Phase 12"
"BLDC-2024-004747","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","03/20/2024","01/31/2024","09/30/2025","05/16/2025","Permit","45130 VANTAGE DATA PLZ STERLING VA 20166","044381108002","This application is for the phase 3 building permit for 45130 Vantage Data Plaza"
"BLDC-2024-007427","Building Commercial - Alteration","Issued","","05/15/2024","02/07/2024","11/11/2024","","Permit","22630  DULLES SUMMIT CT  STERLING VA 20166","045159083000","IAD 12 CHILLER REPLACEMENT"
"BLDC-2024-007436","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","02/14/2024","02/07/2024","04/23/2025","10/25/2024","Permit","22760  PACIFIC BLVD  STERLING VA 20166","045195615000","CREATING A BUILDING PERMIT FOR BREAKOUT OF ROMP 1 FOR OCCUPANCY PURPOSE; 

ALL READY ALL PAID FOR AND REVIEWED UNDER B20590530100"
"BLDC-2024-007438","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","02/14/2024","02/07/2024","04/23/2025","10/25/2024","Permit","22760  PACIFIC BLVD  STERLING VA 20166","045195615000","CREATING A BUILDING PERMIT FOR BREAKOUT OF ROMP 6 FOR OCCUPANCY PURPOSE; 

ALL READY ALL PAID FOR AND REVIEWED UNDER B20590530100"
"BLDC-2024-007687","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","06/12/2024","02/08/2024","10/20/2025","07/09/2024","Permit","44740  PERFORMANCE CIR  ASHBURN VA 20147","060209652000","DC16-P1;  PHASE 1. Data hall fit up. electronic copy"
"BLDC-2024-007689","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","06/12/2024","02/08/2024","12/22/2025","07/09/2024","Permit","44740  PERFORMANCE CIR  ASHBURN VA 20147","060209652000","DC16-2;  PHASE 2. electronic copy"
"BLDC-2024-008284","Building Commercial - Tenant Fit-Up","Cancelled","","","02/12/2024","","","Permit","20575  CELTIC PARK DR  LEESBURG VA 20175","193276668000","Architectural and Structural Tenant Fit-Up Sets"
"BLDC-2024-008314","Building Commercial - Tenant Fit-Up","Cancelled","","","02/12/2024","","","Permit","20575  CELTIC PARK DR  LEESBURG VA 20175","193276668000","Architectural and Structural Tenant Fit-Up Sets"
"BLDC-2024-008383","Building Commercial - Alteration","Finaled","","07/25/2024","02/13/2024","06/16/2026","06/07/2024","Permit","43915  DEVIN SHAFRON DR  ASHBURN VA 20147","089382215000","Cold Aisle containment through UL approved Aisle top panels. No change to occupancy or egress. No change to fire protection coverage.  electronic copy"
"BLDC-2024-008905","Building Commercial - New Construction","Issued Certificate of Occupancy","","09/17/2024","02/15/2024","03/08/2027","06/24/2026","Permit","20480  GOOSE LANDING LN  LEESBURG VA 20175","194498227000","CORE / SHELL, FULL APPROVAL SPP3A"
"BLDC-2024-008914","Building Commercial - New Construction","Issued Certificate of Occupancy","","08/27/2024","02/15/2024","12/28/2026","04/16/2026","Permit","24555 HOWLING ROOSTER LN STERLING VA 20166","162176713000","FAST TRACK;  NEW DATA CENTER ARA3A;  SUBMISSION FOR FOOTINGS AND FOUNDATIONS TO BE RELEASED UPON CONDITIONAL SITE PLAN APPROVALS;"
"BLDC-2024-008915","Building Commercial - Alteration","Fees Due","","","02/15/2024","","","Permit","43790  DEVIN SHAFRON DR  ASHBURN VA 20147","089374763000","Reclaimed / Industrial water system retrofit including in-line installation and tank, pump replacement."
"BLDC-2024-008959","Building Commercial - Demolition","Issued","","02/22/2024","02/15/2024","08/20/2024","02/22/2024","Permit","22675  DULLES SUMMIT CT  STERLING VA 20166","045252512000","Demolish 1-story building and foundations."
"BLDC-2024-009263","Building Commercial - Tenant Fit-Up","Cancelled","","","02/17/2024","","","Permit","45200 VANTAGE DATA PLZ STERLING VA 20166","044288975001","New tenant in existing tenant space.
Some new partitions, millwork, doors, and finishes. Mechanical, and electrical work"
"BLDC-2024-009397","Building Commercial - Alteration","Issued","","05/06/2024","02/19/2024","11/02/2024","","Permit","22631  DULLES SUMMIT CT  STERLING VA 20166","045358110000","IAD 15 IW SYSTEM UPGRADES"
"BLDC-2024-009571","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","07/02/2024","02/20/2024","03/10/2025","04/26/2024","Permit","21350  PACIFIC BLVD  STERLING VA 20166","042394385000","Building a small office to include (2) deck to deck walls, ceiling and bulkhead. electronic copy-revisions"
"BLDC-2024-009635","Building Commercial - Miscellaneous Structure","Cancelled","","","02/20/2024","","","Permit","24171  YOUNGWOOD LN  ALDIE VA 20105","203371445000","MONUMENT SIGN FOR YONDR;"
"BLDC-2024-010069","Building Commercial - Alteration","Finaled","","05/15/2024","02/22/2024","03/23/2026","09/23/2025","Permit","45580  TERMINAL DR  STERLING VA 20166","033165945000","RTU REPLACEMENT"
"BLDC-2024-010183","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","07/03/2024","02/22/2024","07/02/2025","03/14/2025","Permit","22435  GLENN DR  STERLING VA 20164","032155119000","Customer Office Fit-out"
"BLDC-2024-010494","Building Commercial - Miscellaneous Structure","Finaled","","06/11/2024","02/23/2024","04/28/2026","10/30/2025","Permit","43240  DATA DR  ASHBURN VA 20147","113372932000","SEGMENTAL ADP RETAINING WALL #4 APPROXIMATE MAX HEIGHT 5 FT. LOCATED NEAR WEST CORNER OF BLDG VA32 43321 DATA DRIVE"
"BLDC-2024-010681","Building Commercial - Miscellaneous Structure","In Review","","","02/26/2024","","","Permit","22210  LOUDOUN COUNTY PKWY  ASHBURN VA 20147","062256361000","Site Tent - Breakroom"
"BLDC-2024-010722","Building Commercial - New Construction","Issued Certificate of Occupancy","","07/01/2024","02/26/2024","02/01/2027","08/11/2026","Permit","45210 VANTAGE DATA PLZ STERLING VA 20166","044292829000","*FAST TRACK****
NEW DATA CENTER
VA 15"
"BLDC-2024-011250","Building Commercial - Alteration","Finaled","","06/27/2024","02/28/2024","01/22/2025","07/26/2024","Permit","43290  OLD OX RD  STERLING VA 20166","124369522000","Installation of new customer cage and egress."
"BLDC-2024-011260","Building Commercial - New Construction","Issued Certificate of Occupancy","","07/02/2024","02/28/2024","12/24/2025","07/02/2025","Permit","19265  COMPASS CREEK PKWY SE LEESBURG VA 20175","234382603000","*FAST TRACK*Stack NVA06A CORE/SHELL AND OFFICE / FULL CONSTRUCTION
NEW DATA CENTET SUBMISSION
STACK NVA 06A"
"BLDC-2024-011290","Building Commercial - Alteration","Issued","","07/29/2024","02/28/2024","01/25/2025","","Permit","44642  GUILFORD DR  Unit: 107 ASHBURN VA 20147","060296480017","Removal of ceiling height partitions and old carpeting and interior glass. Pour new 9"" concrete slab with #5 Rebar mat embeds for new generator. Occupancy added because Occupancy not received with Tenant Fit Up in 2022."
"BLDC-2024-011778","Building Commercial - New Construction","Void","","","02/29/2024","","","Permit","516 E MARKET ST  LEESBURG VA 20176","188262207000","test- setup in prod in error."
"BLDC-2024-012234","Building Commercial - Tenant Fit-Up","In Review","","","03/04/2024","","","Permit","20575  CELTIC PARK DR  LEESBURG VA 20175","193276668000","Data Center Architectural and Structural Tenant Fit- Up Sets. electronic copy"
"BLDC-2024-012237","Building Commercial - Tenant Fit-Up","Cancelled","","","03/04/2024","","06/12/2024","Permit","20335  CELTIC PARK DR  LEESBURG VA 20175","193274995000","Architectural and Structural Tenant Fit-Up Sets. electronic copy"
"BLDC-2024-012425","Building Commercial - Alteration","Finaled","","06/26/2024","03/05/2024","03/19/2025","04/01/2024","Permit","43831  DEVIN SHAFRON DR  ASHBURN VA 20147","089372808000","Installation of (1) Energy Recovery Ventilator. Includes electrical, mechanical, roofing and building automation"
"BLDC-2024-013383","Building Commercial - Miscellaneous Structure","Issued","","04/02/2024","03/09/2024","09/29/2024","03/27/2024","Permit","22435  GLENN DR  STERLING VA 20164","032155119000","Install 1 non-illuminated directional sign. electronic copy"
"BLDC-2024-013605","Building Commercial - Alteration","Finaled","","06/03/2024","03/11/2024","01/13/2025","07/16/2024","Permit","21571  BEAUMEADE CIR  ASHBURN VA 20147","060202337000","EVOQUE BLD B MODIFICATIONS"
"BLDC-2024-013729","Building Commercial - Alteration","Finaled","","07/11/2024","03/12/2024","05/05/2025","11/06/2024","Permit","22365  GLENN DR  STERLING VA 20164","032155119000","Installation of Hot Aisle Containment System"
"BLDC-2024-014071","Building Commercial - Alteration","Finaled","","06/27/2024","03/13/2024","10/14/2026","04/17/2026","Permit","45110  LOUDOUN DOWNS LN  STERLING VA 20166","045282657000","IAD 88 ERUD"
"BLDC-2024-014079","Building Commercial - Alteration","Finaled","","06/27/2024","03/13/2024","10/14/2026","04/17/2026","Permit","45111  LOUDOUN DOWNS LN  STERLING VA 20166","045282657000","IAD 89 ERUD"
"BLDC-2024-014350","Building Commercial - Alteration","Cancelled","","","03/14/2024","","","Permit","45200  VANTAGE DATA PLZ  STERLING VA 20166","044288975000","SYSTEMS FURNITURE"
"BLDC-2024-014502","Building Commercial - Alteration","Finaled","","06/27/2024","03/14/2024","01/22/2025","07/26/2024","Permit","22271  SHELLHORN RD  ASHBURN VA 20147","089104437000","Installation of 12 Hot Aisle Containment Systems"
"BLDC-2024-014688","Building Commercial - New Construction","Issued","","07/24/2024","03/15/2024","01/04/2027","07/08/2024","Permit","19265  COMPASS CREEK PKWY SE LEESBURG VA 20175","234382603000","FAST TRACK;  COMPASS CREEK NVA06

PHASE 1 BUILDING PERMIT. 
PLANS ALL REVIEWED UNDER 
BLDC-2024-011260"
"BLDC-2024-014690","Building Commercial - New Construction","Issued","","07/24/2024","03/15/2024","06/10/2025","","Permit","19265  COMPASS CREEK PKWY SE LEESBURG VA 20175","234382603000","FAST TRACK;  COMPASS CREEK NVA06

PHASE  2 BUILDING PERMIT. 
PLANS ALL REVIEWED UNDER 
BLDC-2024-011260"
"BLDC-2024-014693","Building Commercial - New Construction","Issued","","07/24/2024","03/15/2024","11/30/2026","","Permit","19265  COMPASS CREEK PKWY SE LEESBURG VA 20175","234382603000","FAST TRACK;  COMPASS CREEK NVA06

PHASE 3 BUILDING PERMIT. 
PLANS ALL REVIEWED UNDER 
BLDC-2024-011260"
"BLDC-2024-014696","Building Commercial - New Construction","Issued","","07/23/2024","03/15/2024","02/02/2027","","Permit","19265 COMPASS CREEK PKWY LEESBURG VA 20175","234371847001","FAST TRACK;  COMPASS CREEK NVA06

PHASE 4 BUILDING PERMIT. 
PLANS ALL REVIEWED UNDER 
BLDC-2024-011260"
"BLDC-2024-014817","Building Commercial - Miscellaneous Structure","Finaled","","07/30/2024","03/15/2024","02/09/2026","04/05/2024","Permit","43240  DATA DR  ASHBURN VA 20147","113372932000","VANTAGE VA3 RW #1. retaining wall. electronic copy"
"BLDC-2024-015157","Building Commercial - Alteration","Finaled","","07/08/2024","03/18/2024","04/16/2025","10/18/2024","Permit","22271  BRODERICK DR  STERLING VA 20166","044152877000","Renovation of an existing office space to add (4) new offices, break area and conference room."
"BLDC-2024-015164","Building Commercial - New Construction","Fees Paid","","07/02/2024","03/18/2024","02/22/2027","09/04/2026","Permit","22285 LOCKRIDGE RD STERLING VA 20166","062275493000","data center shell building"
"BLDC-2024-015388","Building Commercial - Miscellaneous Structure","Finaled","","07/26/2024","03/19/2024","05/13/2025","11/14/2024","Permit","22275  LOCKRIDGE RD  STERLING VA 20166","062279710000","Installation of 1 retaining wall - WALL 4"
"BLDC-2024-015417","Building Commercial - Alteration","Finaled","","06/25/2024","03/19/2024","07/30/2025","01/31/2025","Permit","19525 COMPASS CREEK PKWY LEESBURG VA 20175","235297431000","INTERIOR REMODEL - X-ARCHIVE ROOM
S-1 IAD01-2"
"BLDC-2024-015570","Building Commercial - Alteration","Issued","","07/10/2024","03/20/2024","01/06/2025","","Permit","45210  VANTAGE DATA PLZ  STERLING VA 20166","","***FAST TRACK*** Phase 2
VA15 PHASE 2"
"BLDC-2024-015999","Building Commercial - Alteration","Finaled","","07/30/2025","03/22/2024","03/16/2027","09/17/2026","Permit","22651  DULLES SUMMIT CT  STERLING VA 20166","045254455000","IAD 16 RACK INSTALLATIONS"
"BLDC-2024-016001","Building Commercial - Alteration","Issued","","06/11/2024","03/22/2024","02/16/2027","","Permit","42948  FADELEY LN  STERLING VA 20166","162392026000","IAD 68 RACK INSTALLATIONS"
"BLDC-2024-016003","Building Commercial - Alteration","Issued","","07/03/2024","03/22/2024","12/30/2024","","Permit","22520  RANDOLPH DR  STERLING VA 20166","045352692000","IAD 76 RACK INSTALLATIONS"
"BLDC-2024-016004","Building Commercial - Alteration","Finaled","","07/03/2024","03/22/2024","12/21/2026","06/23/2026","Permit","44862  INTERCONNECTION PL  ASHBURN VA 20147","060307119000","IAD 78 RACK INSTALLATIONS"
"BLDC-2024-016006","Building Commercial - Alteration","Finaled","","07/03/2024","03/22/2024","12/21/2026","06/23/2026","Permit","44858  INTERCONNECTION PL  ASHBURN VA 20147","060307119000","IAD 79 RACK INSTALLATIONS"
"BLDC-2024-016008","Building Commercial - Alteration","Issued","","06/12/2024","03/22/2024","12/09/2024","","Permit","24178  UPPER WOODSIDE LN  STERLING VA 20166","162392026000","IAD 81 RACK INSTALLATIONS"
"BLDC-2024-016010","Building Commercial - Alteration","Finaled","","07/05/2024","03/22/2024","02/02/2027","08/06/2026","Permit","45305 W SEVERN WAY  STERLING VA 20166","042197707000","IAD 99 RACK INSTALLATIONS"
"BLDC-2024-016011","Building Commercial - Alteration","Finaled","","06/11/2024","03/22/2024","03/01/2027","09/01/2026","Permit","20935  LOUDOUN COUNTY PKWY  ASHBURN VA 20147","041352218000","IAD 115 RACK INSTALLATIONS"
"BLDC-2024-016158","Building Commercial - Alteration","Finaled","","07/03/2024","03/25/2024","07/30/2025","02/03/2025","Permit","22365  GLENN DR  STERLING VA 20164","032155119000","Installation of Hot Aisle Containment System"
"BLDC-2024-016464","Building Commercial - Occupancy Only","Finaled","","07/14/2024","03/26/2024","03/10/2025","09/11/2024","Permit","46175  WESTLAKE DR  Unit: 300 STERLING VA 20165","019265390011","Intellectual Point is a leading IT training, consulting and workforce development company. Our courses are designed with an emphasis on learning-by-doing to prepare busy professionals with the skills and certifications needed to be successful in the IT industry.

Our areas of expertise include Cyber Security & Cloud Computing; Networking, Wireless, and Data Center; Big Data, IoT & Data Science; Project Management, Agile, DevOps & ITSM; Artificial Intelligence & Machine Learning; Deep Learning & Cognitive Computing"
"BLDC-2024-016917","Building Commercial - Tenant Fit-Up","Issued","","05/14/2024","03/27/2024","01/22/2025","","Permit","21745 RED RUM DR Unit: 115 ASHBURN VA 20147","088392214000","Project is for tenant fit out of an existing 3,185 sqft storage space in Building B of the Sabey Data Center Campus.  Space will house 2 new offices, 1 open office, 1 conference room and 2 tenant storage spaces."
"BLDC-2024-017202","Building Commercial - Alteration","Finaled","","06/08/2024","03/29/2024","01/28/2025","08/01/2024","Permit","21630 RED RUM DR ASHBURN VA 20147","088481748000","construction for new offices inside existing tenant space, Databank"
"BLDC-2024-017294","Building Commercial - New Construction","Issued Certificate of Occupancy","","04/09/2024","03/29/2024","06/16/2025","12/17/2024","Permit","22760  PACIFIC BLVD  STERLING VA 20166","045195615000","CREATING A BUILDING PERMIT TO BREAKOUT ROMP (PHASE) 2 FOR
OCCUPANCY PURPOSES; TRADES TO FOLLOW ONCE APPROVED;
ENTIRE BUILDING PAID FOR AND APPROVED UNDER B20590530100"
"BLDC-2024-017296","Building Commercial - New Construction","Issued Certificate of Occupancy","","04/11/2024","03/29/2024","07/16/2025","01/21/2025","Permit","22760  PACIFIC BLVD  STERLING VA 20166","045195615000","CREATING A BUILDING PERMIT TO BREAKOUT ROMP 7 (PHASE 7)  FOR
OCCUPANCY PURPOSES; TRADES TO FOLLOW ONCE APPROVED;
ENTIRE BUILDING PAID FOR AND APPROVED UNDER B20590530100"
"BLDC-2024-018852","Building Commercial - Alteration","Finaled","","06/26/2024","04/08/2024","03/19/2025","09/20/2024","Permit","43831  DEVIN SHAFRON DR  ASHBURN VA 20147","089372808000","Adding (2) Energy Recovery Units to the roof above the main electrical room. Electrical and Ductwork to support installation"
"BLDC-2024-018951","Building Commercial - Alteration","Issued Certificate of Occupancy","","07/11/2024","04/08/2024","02/11/2025","08/14/2024","Permit","43704  EFFICIENCY DR  STERLING VA 20166","092192834000","IAD44 PBB Office Fit-Out"
"BLDC-2024-018986","Building Commercial - Alteration","Issued","","07/03/2024","04/08/2024","12/30/2024","","Permit","44760 GIGABIT PLZ ASHBURN VA 20147","088407447000","Hot Aisle Containment"
"BLDC-2024-021194","Building Commercial - Alteration","Finaled","","07/16/2024","04/15/2024","04/07/2025","05/03/2024","Permit","22271  SHELLHORN RD  ASHBURN VA 20147","089104437000","500KW to HSE. alterations. electronic copy"
"BLDC-2024-023059","Building Commercial - Miscellaneous Structure","Finaled","","09/10/2024","04/22/2024","05/13/2025","05/07/2024","Permit","44780  PERFORMANCE CIR  ASHBURN VA 20147","060209652000","freestanding sign 1 2024-023039"
"BLDC-2024-023062","Building Commercial - Miscellaneous Structure","Finaled","","05/07/2024","04/22/2024","05/12/2025","05/07/2024","Permit","44780  PERFORMANCE CIR  ASHBURN VA 20147","060209652000","freestanding sign 2"
"BLDC-2024-023063","Building Commercial - Miscellaneous Structure","Finaled","","05/07/2024","04/22/2024","05/12/2025","05/07/2024","Permit","44780  PERFORMANCE CIR  ASHBURN VA 20147","060209652000","freestanding sign 3"
"BLDC-2024-023065","Building Commercial - Miscellaneous Structure","Finaled","","05/07/2024","04/22/2024","05/12/2025","11/13/2024","Permit","44780  PERFORMANCE CIR  ASHBURN VA 20147","060209652000","freestanding sign 4"
"BLDC-2024-023070","Building Commercial - Miscellaneous Structure","Finaled","","05/07/2024","04/22/2024","05/12/2025","05/07/2024","Permit","44780  PERFORMANCE CIR  ASHBURN VA 20147","060209652000","freestanding sign 5"
