date,state_name,state_code,county_or_city_name,county_code,county_fips,aqi,aqi_category,defining_parameter,defining_site,number_of_sites_reporting,source_file_year,source_downloaded_on,source_url,source_dataset_url
1/6/2015,Virginia,51,Hopewell City,670,51670,6,Good,PM10,51-670-0010,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/6/2015,Virginia,51,Lynchburg City,680,51680,28,Good,PM2.5,51-680-0015,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/6/2015,Virginia,51,Norfolk City,710,51710,31,Good,NO2,51-710-0024,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/6/2015,Virginia,51,Richmond City,760,51760,42,Good,PM2.5,51-760-0025,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/6/2015,Virginia,51,Salem City,775,51775,32,Good,PM2.5,51-775-0011,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/6/2015,Virginia,51,Virginia Beach City,810,51810,22,Good,PM2.5,51-810-0008,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/6/2015,Virginia,51,Winchester City,840,51840,6,Good,PM10,51-840-0002,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/7/2015,Virginia,51,Albemarle,3,51003,30,Good,PM2.5,51-003-0001,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/7/2015,Virginia,51,Arlington,13,51013,29,Good,NO2,51-013-0020,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/7/2015,Virginia,51,Charles,36,51036,15,Good,NO2,51-036-0002,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/7/2015,Virginia,51,Fairfax,59,51059,39,Good,PM2.5,51-059-0030,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/7/2015,Virginia,51,Frederick,69,51069,33,Good,PM2.5,51-069-0010,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/7/2015,Virginia,51,Giles,71,51071,31,Good,Ozone,51-071-9991,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/7/2015,Virginia,51,Henrico,87,51087,38,Good,PM2.5,51-087-0014,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/7/2015,Virginia,51,Loudoun,107,51107,27,Good,NO2,51-107-1005,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/7/2015,Virginia,51,Madison,113,51113,35,Good,Ozone,51-113-0003,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/7/2015,Virginia,51,Prince Edward,147,51147,33,Good,Ozone,51-147-9991,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/7/2015,Virginia,51,Prince William,153,51153,22,Good,NO2,51-153-0009,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/7/2015,Virginia,51,Roanoke,161,51161,33,Good,PM2.5,51-161-1004,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/7/2015,Virginia,51,Rockingham,165,51165,25,Good,NO2,51-165-0003,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/7/2015,Virginia,51,Alexandria City,510,51510,31,Good,NO2,51-510-0021,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/7/2015,Virginia,51,Hampton City,650,51650,34,Good,PM2.5,51-650-0008,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/7/2015,Virginia,51,Norfolk City,710,51710,17,Good,NO2,51-710-0024,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/7/2015,Virginia,51,Richmond City,760,51760,49,Good,PM2.5,51-760-0025,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/7/2015,Virginia,51,Virginia Beach City,810,51810,37,Good,PM2.5,51-810-0008,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/8/2015,Virginia,51,Albemarle,3,51003,13,Good,PM2.5,51-003-0001,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/8/2015,Virginia,51,Arlington,13,51013,18,Good,NO2,51-013-0020,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/8/2015,Virginia,51,Charles,36,51036,34,Good,NO2,51-036-0002,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/8/2015,Virginia,51,Fairfax,59,51059,21,Good,PM2.5,51-059-0030,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/8/2015,Virginia,51,Frederick,69,51069,21,Good,PM2.5,51-069-0010,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/8/2015,Virginia,51,Giles,71,51071,30,Good,Ozone,51-071-9991,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/8/2015,Virginia,51,Henrico,87,51087,28,Good,Ozone,51-087-0014,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/8/2015,Virginia,51,Loudoun,107,51107,13,Good,NO2,51-107-1005,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/8/2015,Virginia,51,Madison,113,51113,35,Good,Ozone,51-113-0003,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/8/2015,Virginia,51,Prince Edward,147,51147,31,Good,Ozone,51-147-9991,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/8/2015,Virginia,51,Prince William,153,51153,13,Good,NO2,51-153-0009,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/8/2015,Virginia,51,Roanoke,161,51161,28,Good,PM2.5,51-161-1004,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/8/2015,Virginia,51,Rockingham,165,51165,20,Good,NO2,51-165-0003,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/8/2015,Virginia,51,Alexandria City,510,51510,33,Good,NO2,51-510-0021,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/8/2015,Virginia,51,Hampton City,650,51650,17,Good,PM2.5,51-650-0008,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/8/2015,Virginia,51,Norfolk City,710,51710,9,Good,NO2,51-710-0024,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/8/2015,Virginia,51,Richmond City,760,51760,31,Good,PM2.5,51-760-0025,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/8/2015,Virginia,51,Virginia Beach City,810,51810,25,Good,PM2.5,51-810-0008,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/9/2015,Virginia,51,Albemarle,3,51003,30,Good,PM2.5,51-003-0001,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/9/2015,Virginia,51,Arlington,13,51013,36,Good,PM2.5,51-013-0020,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/9/2015,Virginia,51,Charles,36,51036,34,Good,PM2.5,51-036-0002,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/9/2015,Virginia,51,Chesterfield,41,51041,44,Good,PM2.5,51-041-0003,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/9/2015,Virginia,51,Fairfax,59,51059,37,Good,PM2.5,51-059-0030,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/9/2015,Virginia,51,Frederick,69,51069,42,Good,PM2.5,51-069-0010,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/9/2015,Virginia,51,Giles,71,51071,31,Good,Ozone,51-071-9991,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/9/2015,Virginia,51,Henrico,87,51087,39,Good,PM2.5,51-087-0014,2,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/9/2015,Virginia,51,Loudoun,107,51107,15,Good,NO2,51-107-1005,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/9/2015,Virginia,51,Page,139,51139,27,Good,PM2.5,51-139-0004,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/9/2015,Virginia,51,Prince Edward,147,51147,31,Good,Ozone,51-147-9991,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/9/2015,Virginia,51,Prince William,153,51153,10,Good,NO2,51-153-0009,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/9/2015,Virginia,51,Roanoke,161,51161,32,Good,PM2.5,51-161-1004,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/9/2015,Virginia,51,Rockbridge,163,51163,27,Good,PM2.5,51-163-0003,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/9/2015,Virginia,51,Rockingham,165,51165,31,Good,PM2.5,51-165-0003,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/9/2015,Virginia,51,Alexandria City,510,51510,32,Good,NO2,51-510-0021,2,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/9/2015,Virginia,51,Bristol City,520,51520,39,Good,PM2.5,51-520-0006,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/9/2015,Virginia,51,Hampton City,650,51650,36,Good,PM2.5,51-650-0008,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/9/2015,Virginia,51,Lynchburg City,680,51680,29,Good,PM2.5,51-680-0015,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/9/2015,Virginia,51,Norfolk City,710,51710,34,Good,PM2.5,51-710-0024,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/9/2015,Virginia,51,Richmond City,760,51760,47,Good,PM2.5,51-760-0025,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/9/2015,Virginia,51,Salem City,775,51775,33,Good,PM2.5,51-775-0011,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/9/2015,Virginia,51,Virginia Beach City,810,51810,42,Good,PM2.5,51-810-0008,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/10/2015,Virginia,51,Albemarle,3,51003,47,Good,PM2.5,51-003-0001,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/10/2015,Virginia,51,Arlington,13,51013,37,Good,NO2,51-013-0020,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/10/2015,Virginia,51,Charles,36,51036,9,Good,NO2,51-036-0002,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/10/2015,Virginia,51,Fairfax,59,51059,52,Moderate,PM2.5,51-059-0030,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/10/2015,Virginia,51,Frederick,69,51069,54,Moderate,PM2.5,51-069-0010,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/10/2015,Virginia,51,Giles,71,51071,34,Good,Ozone,51-071-9991,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/10/2015,Virginia,51,Henrico,87,51087,47,Good,PM2.5,51-087-0014,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/10/2015,Virginia,51,Loudoun,107,51107,38,Good,NO2,51-107-1005,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/10/2015,Virginia,51,Madison,113,51113,37,Good,Ozone,51-113-0003,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/10/2015,Virginia,51,Prince Edward,147,51147,32,Good,Ozone,51-147-9991,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/10/2015,Virginia,51,Prince William,153,51153,18,Good,NO2,51-153-0009,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/10/2015,Virginia,51,Roanoke,161,51161,41,Good,PM2.5,51-161-1004,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/10/2015,Virginia,51,Rockingham,165,51165,35,Good,NO2,51-165-0003,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/10/2015,Virginia,51,Alexandria City,510,51510,35,Good,NO2,51-510-0021,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/10/2015,Virginia,51,Hampton City,650,51650,51,Moderate,PM2.5,51-650-0008,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/10/2015,Virginia,51,Norfolk City,710,51710,31,Good,NO2,51-710-0024,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/10/2015,Virginia,51,Richmond City,760,51760,60,Moderate,PM2.5,51-760-0025,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/10/2015,Virginia,51,Virginia Beach City,810,51810,60,Moderate,PM2.5,51-810-0008,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/11/2015,Virginia,51,Albemarle,3,51003,60,Moderate,PM2.5,51-003-0001,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/11/2015,Virginia,51,Arlington,13,51013,39,Good,NO2,51-013-0020,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/11/2015,Virginia,51,Charles,36,51036,25,Good,NO2,51-036-0002,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/11/2015,Virginia,51,Fairfax,59,51059,57,Moderate,PM2.5,51-059-0030,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/11/2015,Virginia,51,Frederick,69,51069,74,Moderate,PM2.5,51-069-0010,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/11/2015,Virginia,51,Giles,71,51071,37,Good,Ozone,51-071-9991,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/11/2015,Virginia,51,Henrico,87,51087,53,Moderate,PM2.5,51-087-0014,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/11/2015,Virginia,51,Loudoun,107,51107,31,Good,NO2,51-107-1005,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/11/2015,Virginia,51,Madison,113,51113,44,Good,Ozone,51-113-0003,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/11/2015,Virginia,51,Prince Edward,147,51147,34,Good,Ozone,51-147-9991,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/11/2015,Virginia,51,Prince William,153,51153,24,Good,NO2,51-153-0009,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/11/2015,Virginia,51,Roanoke,161,51161,66,Moderate,PM2.5,51-161-1004,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/11/2015,Virginia,51,Rockingham,165,51165,35,Good,NO2,51-165-0003,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/11/2015,Virginia,51,Alexandria City,510,51510,34,Good,NO2,51-510-0021,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/11/2015,Virginia,51,Hampton City,650,51650,50,Good,PM2.5,51-650-0008,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/11/2015,Virginia,51,Norfolk City,710,51710,38,Good,NO2,51-710-0024,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/11/2015,Virginia,51,Richmond City,760,51760,62,Moderate,PM2.5,51-760-0025,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/11/2015,Virginia,51,Virginia Beach City,810,51810,87,Moderate,PM2.5,51-810-0008,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/12/2015,Virginia,51,Albemarle,3,51003,60,Moderate,PM2.5,51-003-0001,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/12/2015,Virginia,51,Arlington,13,51013,58,Moderate,PM2.5,51-013-0020,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
1/12/2015,Virginia,51,Carroll,35,51035,6,Good,PM10,51-035-0001,1,2015,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2015.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
