deq_site_name,deq_registration_number,landmarc_project_id,landmarc_project_name,name_confidence,address_confidence,parcel_confidence,overall_confidence,confidence_basis,review_status
,73757,lm-27b0a00d5637,,,0.5915492957746479,,0.5915492957746479,address,unreviewed
,73757,lm-4a0fb18a053c,,,0.5915492957746479,,0.5915492957746479,address,unreviewed
"Amazon Data Services, Inc",73853,lm-09e176142758,SILVER DISTRICT WEST PROJECT,0.38461538461538464,,,0.38461538461538464,name,unreviewed
"Amazon Data Services, Inc",73853,lm-1943bce07f9c,SILVER DISTRICT WEST PROJECT,0.38461538461538464,,,0.38461538461538464,name,unreviewed
"Amazon Data Services, Inc",73853,lm-9cddbbe14399,SILVER DISTRICT WEST PROJECT,0.38461538461538464,,,0.38461538461538464,name,unreviewed
"Amazon Data Services, Inc",73860,lm-09e176142758,SILVER DISTRICT WEST PROJECT,0.38461538461538464,,,0.38461538461538464,name,unreviewed
"Amazon Data Services, Inc",73860,lm-1943bce07f9c,SILVER DISTRICT WEST PROJECT,0.38461538461538464,,,0.38461538461538464,name,unreviewed
"Amazon Data Services, Inc",73860,lm-9cddbbe14399,SILVER DISTRICT WEST PROJECT,0.38461538461538464,,,0.38461538461538464,name,unreviewed
"Equinix, LLC",73946,lm-3da30948c26a,KINCORA PROJECT,0.3076923076923077,,,0.3076923076923077,name,unreviewed
"Equinix, LLC",73946,lm-45d540cd4ec7,KINCORA PROJECT,0.3076923076923077,,,0.3076923076923077,name,unreviewed
"Equinix, LLC",73946,lm-69a9f60e1ac0,KINCORA PROJECT,0.3076923076923077,,,0.3076923076923077,name,unreviewed
"Amazon Data Services, Inc",74049,lm-259317af2474,,,0.41624365482233505,,0.41624365482233505,address,unreviewed
"Amazon Data Services, Inc",74049,lm-b9d0044f073c,,,0.3917525773195876,,0.3917525773195876,address,unreviewed
"Amazon Data Services, Inc",74049,lm-1943bce07f9c,SILVER DISTRICT WEST PROJECT,0.38461538461538464,,,0.38461538461538464,name,unreviewed
"Amazon Data Services, Inc",74052,lm-1943bce07f9c,SILVER DISTRICT WEST PROJECT,0.38461538461538464,,,0.38461538461538464,name,unreviewed
"Amazon Data Services, Inc",74052,lm-1e287191725e,TUSCARORA CROSSING PROJECT,0.36,,,0.36,name,unreviewed
"Amazon Data Services, Inc",74052,lm-75ee4f107a53,UNIVERSITY CENTER PROJECT,0.32653061224489793,,,0.32653061224489793,name,unreviewed
"Amazon Data Services, Inc",74063,lm-09e176142758,SILVER DISTRICT WEST PROJECT,0.38461538461538464,,,0.38461538461538464,name,unreviewed
"Amazon Data Services, Inc",74063,lm-1943bce07f9c,SILVER DISTRICT WEST PROJECT,0.38461538461538464,,,0.38461538461538464,name,unreviewed
"Amazon Data Services, Inc",74063,lm-9cddbbe14399,SILVER DISTRICT WEST PROJECT,0.38461538461538464,,,0.38461538461538464,name,unreviewed
"Amazon Data Services, Inc",74080,lm-09e176142758,SILVER DISTRICT WEST PROJECT,0.38461538461538464,,,0.38461538461538464,name,unreviewed
"Amazon Data Services, Inc",74080,lm-1943bce07f9c,SILVER DISTRICT WEST PROJECT,0.38461538461538464,,,0.38461538461538464,name,unreviewed
"Amazon Data Services, Inc",74080,lm-9cddbbe14399,SILVER DISTRICT WEST PROJECT,0.38461538461538464,,,0.38461538461538464,name,unreviewed
"Amazon Data Services, Inc",74081,lm-1943bce07f9c,SILVER DISTRICT WEST PROJECT,0.38461538461538464,,,0.38461538461538464,name,unreviewed
"Amazon Data Services, Inc",74081,lm-1e287191725e,TUSCARORA CROSSING PROJECT,0.36,,,0.36,name,unreviewed
"Amazon Data Services, Inc",74081,lm-9cddbbe14399,SILVER DISTRICT WEST PROJECT,0.38461538461538464,0.23076923076923078,,0.3269230769230769,address+name,unreviewed
"Amazon Data Services, Inc",74085,lm-1943bce07f9c,SILVER DISTRICT WEST PROJECT,0.38461538461538464,,,0.38461538461538464,name,unreviewed
"Amazon Data Services, Inc",74085,lm-eeab6951e403,,,0.3695652173913043,,0.3695652173913043,address,unreviewed
"Amazon Data Services, Inc",74085,lm-1e287191725e,TUSCARORA CROSSING PROJECT,0.36,,,0.36,name,unreviewed
"CyrusOne, LLC",74086,lm-3da30948c26a,KINCORA PROJECT,0.37037037037037035,,,0.37037037037037035,name,unreviewed
"CyrusOne, LLC",74086,lm-45d540cd4ec7,KINCORA PROJECT,0.37037037037037035,,,0.37037037037037035,name,unreviewed
"CyrusOne, LLC",74086,lm-69a9f60e1ac0,KINCORA PROJECT,0.37037037037037035,,,0.37037037037037035,name,unreviewed
"RagingWire Data Centers, Inc",74094,lm-75ee4f107a53,UNIVERSITY CENTER PROJECT,0.46153846153846156,,,0.46153846153846156,name,unreviewed
"RagingWire Data Centers, Inc",74094,lm-48b4b8aa12cc,ARCOLA CENTER PROJECT,0.4583333333333333,,,0.4583333333333333,name,unreviewed
"RagingWire Data Centers, Inc",74094,lm-a86590d462a3,ARCOLA CENTER PROJECT,0.4583333333333333,,,0.4583333333333333,name,unreviewed
Abteen Ventures LLC (MCC1),74107,lm-48b4b8aa12cc,ARCOLA CENTER PROJECT,0.35555555555555557,,,0.35555555555555557,name,unreviewed
Abteen Ventures LLC (MCC1),74107,lm-a86590d462a3,ARCOLA CENTER PROJECT,0.35555555555555557,,,0.35555555555555557,name,unreviewed
Abteen Ventures LLC (MCC1),74107,lm-a7097f8ee747,WATERSIDE PROJECT,0.34146341463414637,,,0.34146341463414637,name,unreviewed
"CyrusOne, LLC",74109,lm-3da30948c26a,KINCORA PROJECT,0.37037037037037035,,,0.37037037037037035,name,unreviewed
"CyrusOne, LLC",74109,lm-45d540cd4ec7,KINCORA PROJECT,0.37037037037037035,,,0.37037037037037035,name,unreviewed
"CyrusOne, LLC",74109,lm-69a9f60e1ac0,KINCORA PROJECT,0.37037037037037035,,,0.37037037037037035,name,unreviewed
"CyrusOne, LLC",74114,lm-3da30948c26a,KINCORA PROJECT,0.37037037037037035,,,0.37037037037037035,name,unreviewed
"CyrusOne, LLC",74114,lm-45d540cd4ec7,KINCORA PROJECT,0.37037037037037035,,,0.37037037037037035,name,unreviewed
